iso_code,continent,location,date,total_cases,new_cases,new_deaths,total_cases_per_million,new_cases_per_million,icu_patients_per_million,hosp_patients_per_million,weekly_icu_admissions_per_million,weekly_hosp_admissions_per_million,tests_units,new_vaccinations,total_vaccinations_per_hundred,people_vaccinated_per_hundred,people_fully_vaccinated_per_hundred,stringency_index,population_density,median_age,aged_65_older,aged_70_older,gdp_per_capita,cardiovasc_death_rate,diabetes_prevalence,female_smokers,male_smokers,hospital_beds_per_thousand,life_expectancy,population,excess_mortality,Cluster,new_deaths_1_week_lag,new_deaths_2_week_lag,new_deaths_4_week_lag,new_deaths_2_week_mean,new_deaths_4_week_mean,new_deaths_2_week_std,new_deaths_4_week_std,new_deaths_2_week_max,new_deaths_4_week_max,new_deaths_2_week_min,new_deaths_4_week_min,year,season,comparison_with_previous,icu_utilization_ratio,healthcare_strain_index,cumulative_cases_threshold,gdp_stringency_interaction,Holiday,Normal day
BEL,Europe,Belgium,2020-03-01,1.0,0.0,0.0,0.086,0.0,,,,,tests performed,,,,,11.11,375.564,41.8,18.571,12.849,42658.576,114.898,4.29,25.1,31.4,5.64,81.63,11655923.0,-11.45,0,,,,,,,,,,,,2020,Spring,,,,0,473936.77936,0,1
BEL,Europe,Belgium,2020-03-08,316.0,315.0,0.0,27.111,27.025,0.0,0.0,,,tests performed,,,,,13.89,375.564,41.8,18.571,12.849,42658.576,114.898,4.29,25.1,31.4,5.64,81.63,11655923.0,-9.63,0,0.0,,,0.0,,0.0,,0.0,,0.0,,2020,Spring,0.0,0.0,0.0,1,592527.62064,0,1
BEL,Europe,Belgium,2020-03-15,1362.0,1046.0,9.0,116.85,89.74,4.547,22.564,,18.96,tests performed,,,,,50.93,375.564,41.8,18.571,12.849,42658.576,114.898,4.29,25.1,31.4,5.64,81.63,11655923.0,-4.51,0,0.0,0.0,,4.5,,6.363961030678928,,9.0,,0.0,,2020,Spring,9.0,0.08062056737588652,4.806914893617022,2,2172601.27568,0,1
BEL,Europe,Belgium,2020-03-22,4473.0,3111.0,140.0,383.753,266.903,27.969,142.503,,128.604,tests performed,,,,,81.48,375.564,41.8,18.571,12.849,42658.576,114.898,4.29,25.1,31.4,5.64,81.63,11655923.0,10.22,0,9.0,0.0,,74.5,37.25,92.63098833543772,68.63126109871507,140.0,140.0,9.0,0.0,2020,Spring,131.0,0.49590425531914895,30.225531914893615,3,3475820.7724800003,0,1
BEL,Europe,Belgium,2020-03-29,12031.0,7558.0,602.0,1032.179,648.426,82.447,389.158,,300.191,tests performed,,,,,81.48,375.564,41.8,18.571,12.849,42658.576,114.898,4.29,25.1,31.4,5.64,81.63,11655923.0,43.94,2,140.0,9.0,0.0,371.0,187.75,326.683332908185,283.4811869125239,602.0,602.0,140.0,0.0,2020,Spring,462.0,1.4618262411347518,83.61790780141845,4,3475820.7724800003,0,1
BEL,Europe,Belgium,2020-04-05,21665.0,9634.0,1357.0,1858.712,826.533,108.7,482.158,,306.368,tests performed,,,,,81.48,375.564,41.8,18.571,12.849,42658.576,114.898,4.29,25.1,31.4,5.64,81.63,11655923.0,90.16,2,602.0,140.0,0.0,979.5,527.0,533.8656197958434,608.9931581443807,1357.0,1357.0,602.0,9.0,2020,Spring,755.0,1.9273049645390072,104.76205673758867,5,3475820.7724800003,0,1
BEL,Europe,Belgium,2020-04-12,32874.0,11209.0,1938.0,2820.369,961.657,107.499,475.466,,242.795,tests performed,,,,,81.48,375.564,41.8,18.571,12.849,42658.576,114.898,4.29,25.1,31.4,5.64,81.63,11655923.0,105.35,2,1357.0,602.0,9.0,1647.5,1009.25,410.82903986938413,796.8594083441989,1938.0,1938.0,1357.0,140.0,2020,Spring,581.0,1.9060106382978723,103.36258865248229,6,3475820.7724800003,0,1
BEL,Europe,Belgium,2020-04-19,41225.0,8351.0,1820.0,3536.828,716.46,91.885,423.819,,165.152,tests performed,,,,,81.48,375.564,41.8,18.571,12.849,42658.576,114.898,4.29,25.1,31.4,5.64,81.63,11655923.0,80.96,2,1938.0,1357.0,140.0,1879.0,1429.25,83.43860018001261,605.8258138001935,1938.0,1938.0,1820.0,602.0,2020,Spring,-118.0,1.6291666666666669,91.43687943262412,7,3475820.7724800003,0,1
BEL,Europe,Belgium,2020-04-26,47500.0,6275.0,1285.0,4075.181,538.353,77.471,340.428,,121.826,tests performed,,,,,81.48,375.564,41.8,18.571,12.849,42658.576,114.898,4.29,25.1,31.4,5.64,81.63,11655923.0,49.92,2,1820.0,1938.0,602.0,1552.5,1600.0,378.3021279348029,327.06676178827274,1820.0,1938.0,1285.0,1285.0,2020,Spring,-535.0,1.373599290780142,74.09556737588653,8,3475820.7724800003,0,1
BEL,Europe,Belgium,2020-05-03,50762.0,3262.0,830.0,4355.039,279.858,56.195,261.155,,78.072,tests performed,,,,,81.48,375.564,41.8,18.571,12.849,42658.576,114.898,4.29,25.1,31.4,5.64,81.63,11655923.0,21.02,0,1285.0,1820.0,1357.0,1057.5,1468.25,321.7335854398791,511.6433490886662,1285.0,1938.0,830.0,830.0,2020,Spring,-455.0,0.9963652482269504,56.2677304964539,9,3475820.7724800003,0,1
BEL,Europe,Belgium,2020-05-10,53881.0,3119.0,571.0,4622.628,267.589,40.923,190.633,,56.967,tests performed,,,,,78.7,375.564,41.8,18.571,12.849,42658.576,114.898,4.29,25.1,31.4,5.64,81.63,11655923.0,18.02,0,830.0,1285.0,1938.0,700.5,1126.5,183.1406563273158,548.5000759647472,830.0,1820.0,571.0,571.0,2020,Spring,-259.0,0.7255851063829788,41.05602836879433,10,3357229.9312,0,1
BEL,Europe,Belgium,2020-05-17,56082.0,2201.0,414.0,4811.459,188.831,29.341,138.47,,38.006,tests performed,,,,,75.0,375.564,41.8,18.571,12.849,42658.576,114.898,4.29,25.1,31.4,5.64,81.63,11655923.0,3.33,0,571.0,830.0,1820.0,492.5,775.0,111.01576464628796,380.8157909891169,571.0,1285.0,414.0,414.0,2020,Spring,-157.0,0.5202304964539007,29.75372340425532,11,3199393.2,0,1
BEL,Europe,Belgium,2020-05-24,57622.0,1540.0,246.0,4943.581,132.122,21.534,112.046,,32.172,tests performed,,,,,75.0,375.564,41.8,18.571,12.849,42658.576,114.898,4.29,25.1,31.4,5.64,81.63,11655923.0,5.95,0,414.0,571.0,1285.0,330.0,515.25,118.79393923933998,248.27588821040754,414.0,830.0,246.0,246.0,2020,Spring,-168.0,0.38180851063829785,23.684397163120572,12,3199393.2,1,0
BEL,Europe,Belgium,2020-05-31,58854.0,1232.0,181.0,5049.278,105.697,14.07,70.179,,21.877,tests performed,,,,,75.0,375.564,41.8,18.571,12.849,42658.576,114.898,4.29,25.1,31.4,5.64,81.63,11655923.0,2.94,0,246.0,414.0,830.0,213.5,353.0,45.96194077712559,175.38338955936916,246.0,571.0,181.0,181.0,2020,Spring,-65.0,0.249468085106383,14.937765957446809,13,3199393.2,0,1
BEL,Europe,Belgium,2020-06-07,59689.0,835.0,141.0,5120.916,71.637,9.952,49.417,,16.987,tests performed,,,,,73.15,375.564,41.8,18.571,12.849,42658.576,114.898,4.29,25.1,31.4,5.64,81.63,11655923.0,-3.95,0,181.0,246.0,571.0,161.0,245.5,28.284271247461902,120.37856952132348,181.0,414.0,141.0,141.0,2020,Summer,-40.0,0.17645390070921987,10.526418439716313,14,3120474.8344000005,0,1
BEL,Europe,Belgium,2020-06-14,60411.0,722.0,79.0,5182.859,61.943,7.292,34.317,,12.612,tests performed,,,,,51.85,375.564,41.8,18.571,12.849,42658.576,114.898,4.29,25.1,31.4,5.64,81.63,11655923.0,2.34,0,141.0,181.0,414.0,110.0,161.75,43.840620433565945,70.11122116561262,141.0,246.0,79.0,79.0,2020,Summer,-62.0,0.12929078014184398,7.377482269503547,15,2211847.1656,0,1
BEL,Europe,Belgium,2020-06-21,61080.0,669.0,44.0,5240.254,57.396,4.29,25.309,,11.153,tests performed,,,,,51.85,375.564,41.8,18.571,12.849,42658.576,114.898,4.29,25.1,31.4,5.64,81.63,11655923.0,-4.98,0,79.0,141.0,246.0,61.5,111.25,24.748737341529164,61.407789951005235,79.0,181.0,44.0,44.0,2020,Summer,-35.0,0.07606382978723404,5.248049645390071,16,2211847.1656,0,1
BEL,Europe,Belgium,2020-06-28,61692.0,612.0,40.0,5292.76,52.505,3.089,20.333,,8.923,tests performed,,,,,51.85,375.564,41.8,18.571,12.849,42658.576,114.898,4.29,25.1,31.4,5.64,81.63,11655923.0,4.02,0,44.0,79.0,181.0,42.0,76.0,2.8284271247461903,46.74041791283834,44.0,141.0,40.0,40.0,2020,Summer,-4.0,0.054769503546099295,4.152836879432624,17,2211847.1656,0,1
BEL,Europe,Belgium,2020-07-05,62306.0,614.0,33.0,5345.437,52.677,2.574,14.585,,7.035,tests performed,,,,,51.85,375.564,41.8,18.571,12.849,42658.576,114.898,4.29,25.1,31.4,5.64,81.63,11655923.0,-12.39,0,40.0,44.0,141.0,36.5,49.0,4.949747468305833,20.510160083889623,40.0,79.0,33.0,33.0,2020,Summer,-7.0,0.04563829787234042,3.0423758865248227,18,2211847.1656,0,1
BEL,Europe,Belgium,2020-07-12,62993.0,687.0,13.0,5404.377,58.94,2.316,11.153,,6.091,tests performed,,,,,51.85,375.564,41.8,18.571,12.849,42658.576,114.898,4.29,25.1,31.4,5.64,81.63,11655923.0,-9.41,0,33.0,40.0,79.0,23.0,32.5,14.142135623730951,13.771952173413151,33.0,44.0,13.0,13.0,2020,Summer,-20.0,0.04106382978723404,2.388120567375887,19,2211847.1656,0,1
BEL,Europe,Belgium,2020-07-19,64289.0,1296.0,22.0,5515.565,111.188,2.66,14.413,,9.18,tests performed,,,,,51.85,375.564,41.8,18.571,12.849,42658.576,114.898,4.29,25.1,31.4,5.64,81.63,11655923.0,-2.14,0,13.0,33.0,44.0,17.5,27.0,6.363961030678928,11.916375287817708,22.0,40.0,13.0,13.0,2020,Summer,9.0,0.04716312056737589,3.0271276595744685,20,2211847.1656,0,1
BEL,Europe,Belgium,2020-07-26,66559.0,2270.0,17.0,5710.316,194.751,4.032,18.102,,13.298,tests performed,,,,,51.85,375.564,41.8,18.571,12.849,42658.576,114.898,4.29,25.1,31.4,5.64,81.63,11655923.0,-9.08,0,22.0,13.0,40.0,19.5,21.25,3.5355339059327378,8.655441448405693,22.0,33.0,17.0,13.0,2020,Summer,-5.0,0.07148936170212766,3.9244680851063833,21,2211847.1656,0,1
BEL,Europe,Belgium,2020-08-02,70274.0,3715.0,20.0,6029.038,318.722,4.976,23.25,,18.102,tests performed,,,,,62.96,375.564,41.8,18.571,12.849,42658.576,114.898,4.29,25.1,31.4,5.64,81.63,11655923.0,3.55,0,17.0,22.0,33.0,18.5,18.0,2.1213203435596424,3.915780041504616,20.0,22.0,17.0,13.0,2020,Summer,3.0,0.08822695035460994,5.004609929078014,22,2685783.94496,0,1
BEL,Europe,Belgium,2020-08-09,74645.0,4371.0,34.0,6404.04,375.002,5.92,24.451,,19.389,tests performed,,,,,64.81,375.564,41.8,18.571,12.849,42658.576,114.898,4.29,25.1,31.4,5.64,81.63,11655923.0,9.39,0,20.0,17.0,13.0,27.0,23.25,9.899494936611665,7.455423082122563,34.0,34.0,20.0,17.0,2020,Summer,14.0,0.1049645390070922,5.384929078014185,23,2764702.31056,0,1
BEL,Europe,Belgium,2020-08-16,78527.0,3882.0,67.0,6737.09,333.05,7.378,28.912,,23.936,tests performed,,,,,60.19,375.564,41.8,18.571,12.849,42658.576,114.898,4.29,25.1,31.4,5.64,81.63,11655923.0,55.78,0,34.0,20.0,22.0,50.5,34.5,23.33452377915607,22.89832599412992,67.0,67.0,34.0,17.0,2020,Summer,33.0,0.13081560283687943,6.434397163120567,24,2567619.68944,0,1
BEL,Europe,Belgium,2020-08-23,81957.0,3430.0,53.0,7031.361,294.271,7.464,26.768,,17.159,tests performed,,,,,60.19,375.564,41.8,18.571,12.849,42658.576,114.898,4.29,25.1,31.4,5.64,81.63,11655923.0,16.78,0,67.0,34.0,17.0,60.0,43.5,9.899494936611665,20.696215435036567,67.0,67.0,53.0,20.0,2020,Summer,-14.0,0.1323404255319149,6.069503546099291,25,2567619.68944,0,1
BEL,Europe,Belgium,2020-08-30,85084.0,3127.0,31.0,7299.636,268.276,6.091,19.99,,9.609,tests performed,,,,,54.63,375.564,41.8,18.571,12.849,42658.576,114.898,4.29,25.1,31.4,5.64,81.63,11655923.0,-1.26,0,53.0,67.0,20.0,42.0,46.25,15.556349186104045,16.918924315691957,53.0,67.0,31.0,31.0,2020,Summer,-22.0,0.10799645390070922,4.624290780141844,26,2330438.0068800002,0,1
BEL,Europe,Belgium,2020-09-06,88574.0,3490.0,22.0,7599.055,299.419,4.547,19.132,,12.011,tests performed,,,,,52.78,375.564,41.8,18.571,12.849,42658.576,114.898,4.29,25.1,31.4,5.64,81.63,11655923.0,2.61,0,31.0,53.0,34.0,26.5,43.25,6.363961030678928,20.500000000002746,31.0,67.0,22.0,22.0,2020,Autumn,-9.0,0.08062056737588652,4.19840425531915,27,2251519.64128,1,0
BEL,Europe,Belgium,2020-09-13,94291.0,5717.0,21.0,8089.535,490.48,6.091,25.137,,19.561,tests performed,,,,,52.78,375.564,41.8,18.571,12.849,42658.576,114.898,4.29,25.1,31.4,5.64,81.63,11655923.0,-1.84,0,22.0,31.0,67.0,21.5,31.75,0.7071067811865476,14.863265679748151,22.0,53.0,21.0,21.0,2020,Autumn,-1.0,0.10799645390070922,5.536879432624114,28,2251519.64128,0,1
BEL,Europe,Belgium,2020-09-20,103963.0,9672.0,20.0,8919.328,829.793,6.606,37.063,,29.599,tests performed,,,,,52.78,375.564,41.8,18.571,12.849,42658.576,114.898,4.29,25.1,31.4,5.64,81.63,11655923.0,6.73,0,21.0,22.0,53.0,20.5,23.5,0.7071067811865476,5.066228051201335,21.0,31.0,20.0,20.0,2020,Autumn,-1.0,0.11712765957446808,7.742730496453902,29,2251519.64128,0,1
BEL,Europe,Belgium,2020-09-27,115108.0,11145.0,33.0,9875.494,956.166,11.582,56.109,,41.438,tests performed,,,,,52.78,375.564,41.8,18.571,12.849,42658.576,114.898,4.29,25.1,31.4,5.64,81.63,11655923.0,0.71,0,20.0,21.0,31.0,26.5,24.0,9.192388155425117,6.055300708204283,33.0,33.0,20.0,20.0,2020,Autumn,13.0,0.20535460992907803,12.00195035460993,30,2251519.64128,0,1
BEL,Europe,Belgium,2020-10-04,132993.0,17885.0,76.0,11409.907,1534.413,15.958,74.297,,50.532,tests performed,,,,,47.22,375.564,41.8,18.571,12.849,42658.576,114.898,4.29,25.1,31.4,5.64,81.63,11655923.0,-2.24,0,33.0,20.0,22.0,54.5,37.5,30.405591591021544,26.337552404632806,76.0,76.0,33.0,20.0,2020,Autumn,43.0,0.28294326241134754,16.002659574468087,31,2014337.95872,0,1
BEL,Europe,Belgium,2020-10-11,168317.0,35324.0,125.0,14440.469,3030.562,21.019,114.448,,80.388,tests performed,,,,,47.22,375.564,41.8,18.571,12.849,42658.576,114.898,4.29,25.1,31.4,5.64,81.63,11655923.0,2.24,0,76.0,33.0,21.0,100.5,63.5,34.64823227814083,47.47279922931425,125.0,125.0,76.0,20.0,2020,Autumn,49.0,0.372677304964539,24.018971631205673,32,2014337.95872,1,0
BEL,Europe,Belgium,2020-10-18,235989.0,67672.0,237.0,20246.273,5805.804,35.347,214.226,,158.632,tests performed,,,,,47.22,375.564,41.8,18.571,12.849,42658.576,114.898,4.29,25.1,31.4,5.64,81.63,11655923.0,7.86,0,125.0,76.0,20.0,181.0,117.75,79.19595949289332,87.93700396685561,237.0,237.0,125.0,33.0,2020,Autumn,112.0,0.6267198581560284,44.25053191489362,33,2014337.95872,0,1
BEL,Europe,Belgium,2020-10-25,337836.0,101847.0,366.0,28984.062,8737.789,64.86,413.953,,292.984,tests performed,,,,,54.63,375.564,41.8,18.571,12.849,42658.576,114.898,4.29,25.1,31.4,5.64,81.63,11655923.0,32.33,2,237.0,125.0,33.0,301.5,201.0,91.21677477306463,128.99870800386637,366.0,366.0,237.0,76.0,2020,Autumn,129.0,1.15,84.8959219858156,34,2330438.0068800002,0,1
BEL,Europe,Belgium,2020-11-01,444588.0,106752.0,915.0,38142.668,9158.605,104.925,585.453,,405.974,tests performed,,,,,56.48,375.564,41.8,18.571,12.849,42658.576,114.898,4.29,25.1,31.4,5.64,81.63,11655923.0,65.9,2,366.0,237.0,76.0,640.5,410.75,388.2016228714146,350.2916641885732,915.0,915.0,366.0,125.0,2020,Autumn,549.0,1.860372340425532,122.40744680851063,35,2409356.37248,0,1
BEL,Europe,Belgium,2020-11-08,502817.0,58229.0,1354.0,43138.325,4995.658,126.116,596.692,,368.911,tests performed,,,,,65.74,375.564,41.8,18.571,12.849,42658.576,114.898,4.29,25.1,31.4,5.64,81.63,11655923.0,84.31,2,915.0,366.0,125.0,1134.5,718.0,310.41987694089437,515.9360425479113,1354.0,1354.0,915.0,237.0,2020,Autumn,439.0,2.236099290780142,128.15744680851066,36,2804374.78624,0,1
BEL,Europe,Belgium,2020-11-15,537611.0,34794.0,1381.0,46123.417,2985.092,123.457,559.201,,285.863,tests performed,,,,,65.74,375.564,41.8,18.571,12.849,42658.576,114.898,4.29,25.1,31.4,5.64,81.63,11655923.0,68.33,2,1354.0,915.0,237.0,1367.5,1004.0,19.091883092036785,475.95307891990086,1381.0,1381.0,1354.0,366.0,2020,Autumn,27.0,2.18895390070922,121.03865248226951,37,2804374.78624,0,1
BEL,Europe,Belgium,2020-11-22,561392.0,23781.0,1224.0,48163.668,2040.25,102.437,431.111,,187.458,tests performed,,,,,63.89,375.564,41.8,18.571,12.849,42658.576,114.898,4.29,25.1,31.4,5.64,81.63,11655923.0,51.4,2,1381.0,1354.0,366.0,1302.5,1218.5,111.01576464628796,213.6266213123575,1381.0,1381.0,1224.0,915.0,2020,Autumn,-157.0,1.816258865248227,94.60070921985816,38,2725456.42064,0,1
BEL,Europe,Belgium,2020-11-29,577740.0,16348.0,924.0,49566.216,1402.549,77.557,342.229,,142.932,tests performed,,,,,63.89,375.564,41.8,18.571,12.849,42658.576,114.898,4.29,25.1,31.4,5.64,81.63,11655923.0,37.82,2,1224.0,1381.0,915.0,1074.0,1220.75,212.13203435596427,209.3694899772491,1224.0,1381.0,924.0,924.0,2020,Autumn,-300.0,1.3751241134751773,74.43014184397164,39,2725456.42064,0,1
BEL,Europe,Belgium,2020-12-06,592730.0,14990.0,773.0,50852.258,1286.041,63.83,275.396,,116.936,tests performed,,,,,60.19,375.564,41.8,18.571,12.849,42658.576,114.898,4.29,25.1,31.4,5.64,81.63,11655923.0,25.21,0,924.0,1224.0,1354.0,848.5,1075.5,106.77312395916867,276.79173879772264,924.0,1381.0,773.0,773.0,2020,Winter,-151.0,1.1317375886524823,60.146453900709226,40,2567619.68944,0,1
BEL,Europe,Belgium,2020-12-13,608727.0,15997.0,663.0,52224.693,1372.435,52.934,245.455,,112.389,tests performed,,,,,60.19,375.564,41.8,18.571,12.849,42658.576,114.898,4.29,25.1,31.4,5.64,81.63,11655923.0,25.46,0,773.0,924.0,1381.0,718.0,896.0,77.78174593052023,243.43787708571577,773.0,1224.0,663.0,663.0,2020,Winter,-110.0,0.9385460992907801,52.90585106382979,41,2567619.68944,0,1
BEL,Europe,Belgium,2020-12-20,626231.0,17504.0,655.0,53726.419,1501.726,46.586,217.743,,110.759,tests performed,,,,,60.19,375.564,41.8,18.571,12.849,42658.576,114.898,4.29,25.1,31.4,5.64,81.63,11655923.0,21.57,0,663.0,773.0,1224.0,659.0,753.75,5.656854249492381,125.6221185407519,663.0,924.0,655.0,655.0,2020,Winter,-8.0,0.8259929078014184,46.86684397163121,42,2567619.68944,0,1
BEL,Europe,Belgium,2020-12-27,638760.0,12529.0,598.0,54801.323,1074.904,42.125,202.386,,99.778,tests performed,,,,,60.19,375.564,41.8,18.571,12.849,42658.576,114.898,4.29,25.1,31.4,5.64,81.63,11655923.0,17.08,0,655.0,663.0,924.0,626.5,672.25,40.30508652763321,73.1362883025022,655.0,773.0,598.0,598.0,2020,Winter,-57.0,0.7468971631205674,43.35301418439717,43,2567619.68944,0,1
BEL,Europe,Belgium,2021-01-03,649347.0,10587.0,478.0,55709.616,908.294,40.151,187.458,,90.855,tests performed,34.0,0.01,0.01,0.0,60.19,375.564,41.8,18.571,12.849,42658.576,114.898,4.29,25.1,31.4,5.64,81.63,11655923.0,9.2,2,598.0,655.0,773.0,538.0,598.5,84.8528137423857,85.38735269347593,598.0,663.0,478.0,478.0,2021,Winter,-120.0,0.7118971631205675,40.35620567375887,44,2567619.68944,0,1
BEL,Europe,Belgium,2021-01-10,662682.0,13335.0,387.0,56853.67,1144.054,31.829,167.726,,79.187,tests performed,499.0,0.25,0.25,0.0,60.19,375.564,41.8,18.571,12.849,42658.576,114.898,4.29,25.1,31.4,5.64,81.63,11655923.0,3.46,2,478.0,598.0,663.0,432.5,529.5,64.34671708797582,120.27884269479837,478.0,655.0,387.0,387.0,2021,Winter,-91.0,0.5643439716312058,35.38209219858156,45,2567619.68944,0,1
BEL,Europe,Belgium,2021-01-17,676044.0,13362.0,364.0,58000.04,1146.37,31.486,162.321,,72.066,tests performed,3303.0,1.1,1.1,0.0,60.19,375.564,41.8,18.571,12.849,42658.576,114.898,4.29,25.1,31.4,5.64,81.63,11655923.0,-1.18,2,387.0,478.0,655.0,375.5,456.75,16.263455967290593,106.25558808834504,387.0,598.0,364.0,364.0,2021,Winter,-23.0,0.5582624113475178,34.36294326241135,46,2567619.68944,1,0
BEL,Europe,Belgium,2021-01-24,690351.0,14307.0,360.0,59227.485,1227.445,27.625,164.98,,85.021,tests performed,1955.0,2.16,2.15,0.01,60.19,375.564,41.8,18.571,12.849,42658.576,114.898,4.29,25.1,31.4,5.64,81.63,11655923.0,0.87,2,364.0,387.0,598.0,362.0,397.25,2.8284271247461903,55.13241635674412,364.0,478.0,360.0,360.0,2021,Winter,-4.0,0.4898049645390071,34.14982269503546,47,2567619.68944,0,1
BEL,Europe,Belgium,2021-01-31,706478.0,16127.0,345.0,60611.073,1383.588,27.025,153.398,,71.809,tests performed,1011.0,2.96,2.73,0.24,62.96,375.564,41.8,18.571,12.849,42658.576,114.898,4.29,25.1,31.4,5.64,81.63,11655923.0,0.6,2,360.0,364.0,478.0,352.5,364.0,10.606601717798213,17.378147196984294,360.0,387.0,345.0,345.0,2021,Winter,-15.0,0.47916666666666663,31.989893617021277,48,2685783.94496,0,1
BEL,Europe,Belgium,2021-02-07,721892.0,15414.0,287.0,61933.491,1322.418,25.738,143.961,,79.616,tests performed,3453.0,4.16,3.11,1.06,62.96,375.564,41.8,18.571,12.849,42658.576,114.898,4.29,25.1,31.4,5.64,81.63,11655923.0,-9.11,2,345.0,360.0,387.0,316.0,339.0,41.012193308819754,35.61834733205232,345.0,364.0,287.0,287.0,2021,Winter,-58.0,0.4563475177304965,30.088475177304968,49,2685783.94496,0,1
BEL,Europe,Belgium,2021-02-14,734535.0,12643.0,279.0,63018.175,1084.685,26.339,137.098,,71.552,tests performed,2049.0,5.43,3.4,2.04,62.96,375.564,41.8,18.571,12.849,42658.576,114.898,4.29,25.1,31.4,5.64,81.63,11655923.0,-10.38,2,287.0,345.0,364.0,283.0,317.75,5.656854249492381,40.72161588149533,287.0,360.0,279.0,279.0,2021,Winter,-8.0,0.4670035460992908,28.978191489361706,50,2685783.94496,1,0
BEL,Europe,Belgium,2021-02-21,749215.0,14680.0,252.0,64277.621,1259.446,28.226,138.899,,71.809,tests performed,2278.0,6.44,3.82,2.63,62.96,375.564,41.8,18.571,12.849,42658.576,114.898,4.29,25.1,31.4,5.64,81.63,11655923.0,-7.97,2,279.0,287.0,360.0,265.5,290.75,19.091883092036785,39.14396505210035,279.0,345.0,252.0,252.0,2021,Winter,-27.0,0.5004609929078014,29.632092198581564,51,2685783.94496,0,1
BEL,Europe,Belgium,2021-02-28,766011.0,16796.0,165.0,65718.605,1440.984,34.918,162.664,,89.997,tests performed,921.0,7.53,4.6,2.95,62.96,375.564,41.8,18.571,12.849,42658.576,114.898,4.29,25.1,31.4,5.64,81.63,11655923.0,-13.86,2,252.0,279.0,345.0,208.5,245.75,61.518289963229634,55.87709727607595,252.0,287.0,165.0,165.0,2021,Winter,-87.0,0.619113475177305,35.0322695035461,52,2685783.94496,0,1
BEL,Europe,Belgium,2021-03-07,782344.0,16333.0,192.0,67119.867,1401.262,36.462,166.267,,87.595,tests performed,1607.0,9.03,5.81,3.23,62.96,375.564,41.8,18.571,12.849,42658.576,114.898,4.29,25.1,31.4,5.64,81.63,11655923.0,-20.6,2,165.0,252.0,287.0,178.5,222.0,19.091883092036785,52.592775169219344,192.0,279.0,165.0,165.0,2021,Spring,27.0,0.6464893617021278,35.94485815602837,53,2685783.94496,0,1
BEL,Europe,Belgium,2021-03-14,802345.0,20001.0,174.0,68835.818,1715.952,41.61,172.702,,97.118,tests performed,1618.0,10.71,7.09,3.63,62.96,375.564,41.8,18.571,12.849,42658.576,114.898,4.29,25.1,31.4,5.64,81.63,11655923.0,-11.89,2,192.0,165.0,279.0,183.0,195.75,12.727922061357855,39.14396505210036,192.0,252.0,174.0,165.0,2021,Spring,-18.0,0.7377659574468085,37.99858156028369,54,2685783.94496,0,1
BEL,Europe,Belgium,2021-03-21,830813.0,28468.0,180.0,71278.182,2442.363,48.816,192.949,,118.652,tests performed,1111.0,13.24,9.13,4.12,62.96,375.564,41.8,18.571,12.849,42658.576,114.898,4.29,25.1,31.4,5.64,81.63,11655923.0,-10.13,2,174.0,192.0,252.0,177.0,177.75,4.242640687119285,11.324751652908533,180.0,192.0,174.0,165.0,2021,Spring,6.0,0.8655319148936171,42.86613475177305,55,2685783.94496,0,1
BEL,Europe,Belgium,2021-03-28,864483.0,33670.0,187.0,74166.842,2888.66,61.085,231.041,,145.248,tests performed,2626.0,15.99,11.3,4.7,62.96,375.564,41.8,18.571,12.849,42658.576,114.898,4.29,25.1,31.4,5.64,81.63,11655923.0,-8.65,2,180.0,174.0,165.0,183.5,183.25,4.949747468305833,7.889866919033208,187.0,192.0,180.0,174.0,2021,Spring,7.0,1.0830673758865248,51.79539007092198,56,2685783.94496,0,1
BEL,Europe,Belgium,2021-04-04,894893.0,30410.0,232.0,76775.816,2608.974,71.294,250.774,,158.117,tests performed,346.0,18.99,13.72,5.29,75.93,375.564,41.8,18.571,12.849,42658.576,114.898,4.29,25.1,31.4,5.64,81.63,11655923.0,-0.13,2,187.0,180.0,192.0,209.5,193.25,31.81980515339464,26.373913879691575,232.0,232.0,187.0,174.0,2021,Spring,45.0,1.2640780141843972,57.10425531914893,57,3239065.6756800003,0,1
BEL,Europe,Belgium,2021-04-11,919635.0,24742.0,301.0,78898.514,2122.698,77.128,264.672,,152.712,tests performed,4173.0,22.83,17.05,5.8,75.93,375.564,41.8,18.571,12.849,42658.576,114.898,4.29,25.1,31.4,5.64,81.63,11655923.0,4.37,2,232.0,187.0,174.0,266.5,225.0,48.79036790187178,55.65968020030348,301.0,301.0,232.0,180.0,2021,Spring,69.0,1.3675177304964539,60.60283687943263,58,3239065.6756800003,0,1
BEL,Europe,Belgium,2021-04-18,944043.0,24408.0,275.0,80992.556,2094.043,79.874,257.38,,140.958,tests performed,6275.0,27.08,20.5,6.6,75.93,375.564,41.8,18.571,12.849,42658.576,114.898,4.29,25.1,31.4,5.64,81.63,11655923.0,3.67,2,301.0,232.0,180.0,288.0,248.75,18.384776310850235,50.04248195283738,301.0,301.0,275.0,187.0,2021,Spring,-26.0,1.4162056737588653,59.79680851063831,59,3239065.6756800003,0,1
